Id,StageName,Status_Reason__c,RecordType.Name,RICE_Supported__c,CreatedDate,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId,RecordType
0062e000002HFtDAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFteAAG,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2018,0,0012e000002ZmnxAAC,0,Business Organization,Services,Not for profit,,0,Technology TransferBusiness Organization
0062e000002HFtEAAW,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC RE&D and BD&I,2015,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtfAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFtFAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016,0012e000003A6vTAAS,0,0,Business Organization,Agriculture & Horticulture,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFtgAAG,0,Customer Not Responding,Technology Transfer,RIC RE&D and BD&I,2016,0012e000003A6FNAA0,0,0,Business Organization,Mining & Refining,SME (small to medium enterprise),External,0,Technology TransferBusiness Organization
0062e000002HFtGAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A6voAAC,0,0,Business Organization,Agriculture & Horticulture,PFRO (Publicly-Funded Research Organisation),External,0,Research ContractBusiness Organization
0062e000002HFthAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0012e000003A6GTAA0,0,0,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1,Research ContractBusiness Organization
0062e000002HFtHAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016,0012e000003A6jpAAC,0,0,Business Organization,Services,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HFtiAAG,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016,0012e000003A6GlAAK,0012e000002ZmnxAAC,0,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,0,Consultancy (Non-research)Business Organization
0062e000002HFtIAAW,0,Other (Lost),Research Contract,Not supported,2019,0012e000003A6DsAAK,0012e000002ZmnxAAC,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFtjAAG,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016,0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,,0,Consultancy (Non-research)Business Organization
0062e000002HFtJAAW,0,Other (Lost),Research Contract,Not supported,2019,0012e000003A6EBAA0,0012e000002ZLgIAAW,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFtkAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6GyAAK,0012e000002ZNYOAA4,0,Business Organization,Services,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HFtLAAW,0,Not Ready for Market,Custom Education (MSPACE Included),RIC-BD&I,2017,0012e000003A6vSAAS,0012e000002ZmnzAAC,0,Business Organization,Health,SME (small to medium enterprise),External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtmAAG,0,Other (Lost),Custom Education (MSPACE Included),Not supported,2018,0012e000003A6dqAAC,0012e000002ZNYOAA4,0,Business Organization,Services,Government: International,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtMAAW,0,Failure to Agree - Price,Custom Education (MSPACE Included),Not supported,2018,0012e000003A6Q7AAK,0,0,Business Organization,Services,Not for profit,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtnAAG,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016,0012e000003A6qdAAC,0012e000002ZNYOAA4,0,Business Organization,Services,Government: Australia: Local & State,External,0,Consultancy (Non-research)Business Organization
0062e000002HFtNAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017,0012e000003A6VzAAK,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtoAAG,0,Other (Lost),Research Contract,RIC-BD&I,2017,0012e000003A6NiAAK,0012e000002ZNYOAA4,0,Business Organization,Services,Government: Australia: Federal,External,0,Research ContractBusiness Organization
0062e000002HFtOAAW,0,Other (Lost),Research Contract,RIC-BD&I,2017,0,0012e000002ZmnxAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFtpAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,0012e000003A6QlAAK,0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtPAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017,0012e000003A6QUAA0,0012e000002ZNYOAA4,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtqAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6R7AAK,0012e000002ZNYOAA4,0,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HFtQAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017,0012e000003A6QMAA0,0012e000002ZLgJAAW,0,Business Organization,Services,Multinational / Other Large Corporate,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtrAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000002YmNRAA0,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtRAAW,0,Not Ready for Market,Custom Education (MSPACE Included),RIC-BD&I,2017,0012e000003A6WVAA0,0012e000002ZNYOAA4,0,Business Organization,Services,PFRO (Publicly-Funded Research Organisation),External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtsAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000002YmNRAA0,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtSAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2016,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFttAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000002Z4IxAAK,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Research ContractUniversity Department
0062e000002HFtTAAW,0,Not Ready for Market,Custom Education (MSPACE Included),RIC-BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFtuAAG,0,Other (Lost),Custom Education (MSPACE Included),Not supported,2018,0012e000002Z3OuAAK,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtUAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018,0012e000003A6FvAAK,0,0,Business Organization,Services,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HFtvAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000002YlvyAAC,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtVAAW,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A6G0AAK,0012e000002ZLgIAAW,0,Business Organization,Construction & Construction Materials,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HFtwAAG,0,Other (Lost),Custom Education (MSPACE Included),Not supported,2018,0012e000002YlvyAAC,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtWAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0012e000003A6FbAAK,0012e000002ZmnxAAC,0,Business Organization,Energy & Utilities,Government: Australia: Local & State,External,1,Research ContractBusiness Organization
0062e000002HFtxAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000002Z4IxAAK,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtXAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0,0,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFtyAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000002Z3OuAAK,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtYAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016,0,0,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFtzAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000002ZNYOAA4,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFtZAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2015,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFu0AAG,0,Other (Lost),Internship,RIC RE&D and BD&I,2016,0012e000002YlvyAAC,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,InternshipUniversity Department
0062e000002HFu1AAG,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2017,0012e000002Z4oNAAS,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Consultancy (Non-research)University Department
0062e000002HFu2AAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000002YlvyAAC,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Research ContractUniversity Department
0062e000002HFu3AAG,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016,0012e000002YlvyAAC,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Consultancy (Non-research)University Department
0062e000002HFu4AAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000002YlvyAAC,0012e000002ZNYOAA4,0,University Department,Education,Not for profit,Internal,1,Custom Education (MSPACE Included)University Department
0062e000002HFu5AAG,0,Other (Lost),Sponsorship,Not supported,2018,0012e000003A6qjAAC,0,0,Business Organization,Services,University,External,0,SponsorshipBusiness Organization
0062e000002HFu6AAG,0,Other (Lost),Research Contract,RIC-BD&I,2017,0012e000003A6RZAA0,0012e000002ZNYOAA4,0,Business Organization,Services,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HFu7AAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFu8AAG,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6GwAAK,0012e000002ZNYOAA4,0,Business Organization,Services,University,External,0,Research ContractBusiness Organization
0062e000002HFu9AAG,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6QwAAK,0,0,Business Organization,Services,University,External,0,Research ContractBusiness Organization
0062e000002HFuaAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6ZvAAK,0,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFuAAAW,0,Other (Lost),Grants,RIC RE&D and BD&I,2018,0012e000003A6R6AAK,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,External,0,GrantsBusiness Organization
0062e000002HFubAAG,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6a8AAC,0,0,Business Organization,Energy & Utilities,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFuBAAW,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6QuAAK,0,0,Business Organization,Services,University,External,0,Research ContractBusiness Organization
0062e000002HFucAAG,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6aCAAS,0,0,Business Organization,Services,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuCAAW,0,On Track,Research Contract,RIC-BD&I,2019,0012e000003A6ROAA0,0012e000002ZNYOAA4,0,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuDAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6dmAAC,0012e000002ZNYOAA4,0,Business Organization,Services,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HFueAAG,0,Other (Lost),Research Contract,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFuEAAW,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6oHAAS,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFufAAG,0,Other(Lost),Internship,RIC-RE&D,2019,0012e000003A70jAAC,0012e000002ZmnxAAC,0,Business Organization,Health,Large Australian Corporate,External,0,InternshipBusiness Organization
0062e000002HFuFAAW,0,Other (Lost),Research Contract,Not supported,2019,0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFugAAG,0,Other (Lost),Internship,RIC-RE&D,2019,0012e000003A70jAAC,0012e000002ZLg7AAG,0,Business Organization,Health,Large Australian Corporate,External,0,InternshipBusiness Organization
0062e000002HFuGAAW,0,Customer No Longer Interested,Research Contract,Not supported,2019,0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFuhAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018,0012e000003A6cOAAS,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuHAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuiAAG,0,Other (Lost),Research Contract,RIC-RE&D,2018,0012e000003A6xNAAS,0,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HFuIAAW,0,Other (Lost),Research Contract,RIC-BD&I,2018,0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFujAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6dYAAS,0012e000002ZLgJAAW,0,Business Organization,Transportation & Logistics,Government: Australia: Local & State,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuJAAW,0,Other (Lost),Research Contract,RIC-RE&D,2019,0012e000003A6dnAAC,0,0,Business Organization,Services,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HFukAAG,0,Other (Lost),Custom Education (MSPACE Included),Not supported,2018,0012e000003A6qhAAC,0,0,Business Organization,Public Administration,Government: International,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFulAAG,0,Other (Lost),Custom Education (MSPACE Included),Not supported,2019,0012e000003A6dnAAC,0,0,Business Organization,Services,Government: Australia: Local & State,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuLAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2019,0012e000003A716AAC,0012e000002ZmnxAAC,0,Business Organization,Defence,Government: Australia: Federal,External,0,Research ContractBusiness Organization
0062e000002HFumAAG,0,Other (Lost),Custom Education (MSPACE Included),Not supported,2018,0012e000003A6gcAAC,0012e000002Zt1RAAS,0,Business Organization,Services,SME (small to medium enterprise),External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuMAAW,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6e1AAC,0012e000002ZNYOAA4,0,Business Organization,Defence,Government: International,External,1,GrantsBusiness Organization
0062e000002HFunAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0,0012e000002Zt1RAAS,0,Business Organization,Services,Not for profit,,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuoAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6FgAAK,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Local & State,External,1,Custom Education (MSPACE Included)Business Organization
0062e000002HFuOAAW,1,Won,Consultancy (Non-research),RIC-RE&D,2018,0012e000003A6EiAAK,0012e000002ZLg7AAG,0,Business Organization,Defence,Government: Australia: Federal,External,0,Consultancy (Non-research)Business Organization
0062e000002HFuPAAW,0,Other (Lost),Research Contract,RIC-BD&I,2019,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFuqAAG,0,Other (Lost),Research Contract,RIC-BD&I,2016,0012e000003A6qbAAC,0,0,Business Organization,Health,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HFuQAAW,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A6cOAAS,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HFurAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6aNAAS,0012e000002Zt1RAAS,0,Business Organization,Services,Government: Australia: Federal,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuRAAW,0,Customer No Longer Interested,Technology Transfer,RIC-BD&I,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Technology TransferBusiness Organization
0062e000002HFusAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6aNAAS,0012e000002Zt1RAAS,0,Business Organization,Services,Government: Australia: Federal,External,0,Research ContractBusiness Organization
0062e000002HFuSAAW,0,Other (Lost),Consultancy (Non-research),RIC-BD&I,2019,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Consultancy (Non-research)Business Organization
0062e000002HFutAAG,0,Customer No Longer Interested,Research Contract,Not supported,2018,0012e000003A6g1AAC,0012e000002Zt1RAAS,0,Business Organization,Services,University,External,0,Research ContractBusiness Organization
0062e000002HFuTAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6aEAAS,0012e000002ZmnzAAC,0,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuuAAG,0,Other (Lost),Consultancy (Non-research),Not supported,2018,0012e000003A6xdAAC,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Federal,External,1,Consultancy (Non-research)Business Organization
0062e000002HFuUAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6a3AAC,0,0,Business Organization,Public Administration,Government: International,External,1,Research ContractBusiness Organization
0062e000002HFuVAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6aHAAS,0012e000002ZLg7AAG,0,Business Organization,Mining Equipment and Technology Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFuwAAG,0,Customer Not Responding,Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6gFAAS,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Federal,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HFuWAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6qcAAC,0,1,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuxAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6QpAAK,0,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HFuXAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6qcAAC,0,0,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuyAAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A6r2AAC,0,0,Business Organization,Health,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HFuYAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6qcAAC,0012e000002ZLgJAAW,1,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HFuzAAG,0,Other(Lost),Research Contract,RIC-BD&I,2019,0012e000003A6EjAAK,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Federal,External,1,Research ContractBusiness Organization
0062e000002HFuZAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6qcAAC,0,1,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HFv0AAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2019,0012e000003A6EjAAK,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Federal,External,1,Research ContractBusiness Organization
0062e000002HFv1AAG,0,Other (Lost),Research Contract,RIC-BD&I,2017,0,0012e000002Zt1RAAS,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFv2AAG,0,Other (Lost),Grants,RIC-BD&I,2019,0012e000003A6g6AAC,0,0,Business Organization,Services,Not for profit,External,0,GrantsBusiness Organization
0062e000002HFv3AAG,0,Other (Lost),Grants,Not supported,2019,0012e000003A6g9AAC,0012e000002Zt1RAAS,0,Business Organization,Services,Government: Australia: Local & State,External,0,GrantsBusiness Organization
0062e000002HFv4AAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017,0012e000003A6EjAAK,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Federal,External,1,Custom Education (MSPACE Included)Business Organization
0062e000002HFv5AAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0,0012e000002Zt1RAAS,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFv6AAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0,0012e000002Zt1RAAS,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HFv7AAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6gSAAS,0012e000002Zt1RAAS,0,Business Organization,Services,Not for profit,External,0,Custom Education (MSPACE Included)Business Organization
