StageName,RecordType.Name,RICE_Supported__c,CreatedDate,Actual_Close_Date__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,CreatedYear,CreatedMonth
0,Grants,RIC-RE&D,2019-06-21T02:31:35.000Z,1,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Business Organization,Defence,Defence,Government: International,1,1,2019,6
0,Custom Education (MSPACE Included),RIC-BD&I,2019-09-12T03:38:32.000Z,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,1,2019,9
1,Consultancy (Non-research),RIC-RE&D,2018-11-01T05:09:25.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2018,11
0,Research Contract,RIC-BD&I,2016-09-27T01:44:02.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Medical Devices,SME (small to medium enterprise),1,0,2016,9
0,Research Contract,RIC-BD&I,2018-05-04T02:28:07.000Z,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,2018,5
0,Custom Education (MSPACE Included),RIC-BD&I,2019-03-07T04:56:00.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,1,0,2019,3
0,Research Contract,RIC-BD&I,2019-04-16T04:49:38.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,1,0,2019,4
0,Research Contract,Not supported,2018-07-16T07:42:43.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Services,Education,University,1,0,2018,7
0,Research Contract,RIC RE&D and BD&I,2017-07-11T03:28:39.000Z,1,0012e000002ZmnzAAC,NotGiven,0,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,2017,7
0,Consultancy (Non-research),Not supported,2018-07-12T23:29:54.000Z,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,7
0,Research Contract,RIC RE&D and BD&I,2017-07-05T03:29:01.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,1,2017,7
0,Research Contract,RIC RE&D and BD&I,2017-07-10T00:34:49.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Mining Equipment and Technology Services,Mining Equipment and Technology Services,Not for profit,1,0,2017,7
0,Custom Education (MSPACE Included),RIC-BD&I,2019-10-30T19:48:48.000Z,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,0,2019,10
0,Research Contract,RIC RE&D and BD&I,2017-07-18T00:27:28.000Z,1,NotGiven,NotGiven,1,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2017,7
0,Research Contract,RIC-BD&I,2019-04-29T06:07:17.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2019,4
0,Research Contract,RIC RE&D and BD&I,2017-07-17T05:15:23.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2017,7
0,Research Contract,RIC-BD&I,2018-07-17T06:46:48.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2018,7
0,Research Contract,RIC RE&D and BD&I,2017-07-20T01:48:42.000Z,1,0012e000002ZLgJAAW,NotGiven,1,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2017,7
0,Research Contract,RIC-BD&I,2019-10-30T19:44:08.000Z,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2019,10
0,Research Contract,RIC RE&D and BD&I,2017-07-17T05:42:58.000Z,1,NotGiven,NotGiven,1,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2017,7
0,Research Contract,RIC-BD&I,2019-04-04T07:11:58.000Z,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2019,4
0,Grants,RIC-BD&I,2019-08-09T05:08:20.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2019,8
0,Grants,Not supported,2019-06-26T04:18:09.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2019,6
0,Custom Education (MSPACE Included),RIC-BD&I,2017-06-29T06:49:49.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2017,6
0,Custom Education (MSPACE Included),RIC-BD&I,2019-07-03T02:19:14.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Services,Business & Professional,Not for profit,1,0,2019,7
0,Custom Education (MSPACE Included),Not supported,2018-07-09T07:41:15.000Z,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2018,7
0,Research Contract,RIC-BD&I,2019-04-15T23:24:20.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2019,4
1,Technology Transfer,RIC-BD&I,2019-02-15T06:30:47.000Z,1,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),1,0,2019,2
0,Research Contract,RIC-BD&I,2019-06-26T02:30:14.000Z,1,0012e000002Zt1RAAS,NotGiven,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Not for profit,1,0,2019,6
0,Custom Education (MSPACE Included),RIC-BD&I,2019-07-24T03:11:47.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2019,7
0,Technology Transfer,RIC-BD&I,2018-02-06T01:03:16.000Z,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Services,Education,University,1,0,2018,2
0,Grants,Not supported,2018-07-18T04:42:59.000Z,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,2018,7
0,Technology Transfer,RIC RE&D and BD&I,2018-02-01T01:45:17.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,1,2018,2
0,Grants,Not supported,2018-07-18T04:45:43.000Z,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,7
0,Grants,Not supported,2018-07-18T04:36:18.000Z,0,NotGiven,NotGiven,0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),1,0,2018,7
0,Technology Transfer,RIC RE&D and BD&I,2018-02-22T04:13:36.000Z,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Health,Diagnostics,Multinational / Other Large Corporate,1,0,2018,2
0,Grants,RIC-BD&I,2018-07-03T01:45:56.000Z,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,7
0,Custom Education (MSPACE Included),RIC-BD&I,2019-02-27T23:58:57.000Z,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2019,2
0,Grants,Not supported,2018-07-17T07:43:04.000Z,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,2018,7
0,Custom Education (MSPACE Included),RIC-BD&I,2019-02-27T23:44:35.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,1,2019,2
0,Technology Transfer,RIC RE&D and BD&I,2016-02-09T22:36:37.000Z,1,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),1,0,2016,2
0,Grants,Not supported,2018-07-18T05:05:35.000Z,0,NotGiven,NotGiven,0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,0,2018,7
0,Custom Education (MSPACE Included),RIC-BD&I,2019-03-08T02:54:46.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2019,3
0,Grants,Not supported,2018-07-18T05:15:27.000Z,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,7
0,Custom Education (MSPACE Included),Not supported,2018-07-25T23:59:46.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,0,2018,7
0,Grants,Not supported,2018-07-18T04:29:54.000Z,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,7
0,Research Contract,RIC-BD&I,2017-02-27T05:52:17.000Z,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,2017,2
0,Technology Transfer,RIC RE&D and BD&I,2016-05-30T04:14:17.000Z,1,0012e000002Zmo0AAC,NotGiven,0,University Department,Education,Education,Not for profit,0,1,2016,5
0,Research Contract,RIC RE&D and BD&I,2017-05-11T01:16:25.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2017,5
0,Technology Transfer,RIC RE&D and BD&I,2015-10-21T01:26:41.000Z,1,0012e000002Zmo0AAC,NotGiven,0,University Department,Education,Education,Not for profit,0,1,2015,10
0,Custom Education (MSPACE Included),RIC-BD&I,2017-09-15T03:09:37.000Z,1,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,University Department,Education,Education,Not for profit,0,1,2017,9
0,Grants,Not supported,2018-07-03T01:35:06.000Z,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2018,7
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-19T04:48:06.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,10
0,Grants,Not supported,2018-07-18T04:39:55.000Z,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,7
0,Custom Education (MSPACE Included),RIC-BD&I,2019-04-09T01:50:46.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2019,4
1,Custom Education (MSPACE Included),RIC-BD&I,2019-08-01T07:25:58.000Z,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,2019,8
0,Custom Education (MSPACE Included),RIC-BD&I,2017-08-03T03:50:17.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2017,8
0,Research Contract,RIC-BD&I,2017-06-27T08:01:29.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Services,Education,Multinational / Other Large Corporate,1,0,2017,6
