outcome,Opptype,Supppoted,days_diff,closeDate_month,createDate_month,closeDate_year,createDate_year,act_amt,act_proj,lead_faculty,f_parent_opp,RN,f_won_before,Industry,BusinessType,Internal_External,f_Australia,f_parent,faculty_opptype,opptype_business
0,Research Contract,RIC-BD&I,139,5,1,2019,2019,0,0,0012e000002ZLg7AAG,0,3,1,Public Administration,Government: Australia: Federal,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,14,12,12,2018,2018,0,0,0012e000002Zmo0AAC,0,5,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,111,12,8,2018,2018,0,0,0012e000002Zmo0AAC,0,1,0,Services,Government: Australia: Federal,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,69,12,10,2018,2018,0,0,0012e000002Zmo0AAC,0,3,1,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC-BD&I,101,5,2,2019,2019,0,0,0012e000002ZLg7AAG,0,1,0,Public Administration,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,14,12,12,2018,2018,0,0,0012e000002Zmo0AAC,0,4,0,Services,Government: Australia: Federal,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,19,12,11,2018,2018,0,0,0012e000002ZGfbAAG,0,1,0,Health,Not for profit,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractNot for profit
0,Research Contract,RIC RE&D and BD&I,105,12,9,2018,2018,0,0,0012e000002ZGfbAAG,0,1,0,Health,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC-BD&I,161,5,12,2019,2018,0,0,0012e000002ZLg7AAG,0,1,0,Transportation & Logistics,Government: International,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: International
0,Panel,RIC RE&D and BD&I,8,12,12,2018,2018,0,0,0012e000002ZLg7AAG,0,1,0,Public Administration,Government: Australia: Local & State,External,1,0,Panel0012e000002ZLg7AAG,PanelGovernment: Australia: Local & State
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,4,10,10,2018,2018,0,0,0012e000002ZLg7AAG,0,1,0,Transportation & Logistics,Large Australian Corporate,External,1,0,Custom Education (MSPACE Included)0012e000002ZLg7AAG,Custom Education (MSPACE Included)Large Australian Corporate
0,Research Contract,RIC-BD&I,168,5,12,2019,2018,0,0,0012e000002Zmo0AAC,0,1,0,Services,Government: Australia: Local & State,External,0,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,108,12,8,2018,2018,0,0,0012e000002ZGfbAAG,0,1,0,Health,Not for profit,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractNot for profit
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,4,11,11,2018,2018,0,0,0012e000002ZGfbAAG,0,1,0,Public Administration,Government: Australia: Federal,External,1,0,Custom Education (MSPACE Included)0012e000002ZGfbAAG,Custom Education (MSPACE Included)Government: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,43,12,11,2018,2018,0,0,0012e000002Zmo0AAC,0,1,0,Services,Government: Australia: Federal,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,73,12,10,2018,2018,0,0,0012e000002Zmo0AAC,0,1,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC-BD&I,6,2,2,2019,2019,0,0,0012e000002Zmo0AAC,0,1,0,Services,Government: International,External,0,0,Research Contract0012e000002Zmo0AAC,Research ContractGovernment: International
0,Research Contract,RIC RE&D and BD&I,14,12,12,2018,2018,0,0,0012e000002Zmo0AAC,0,1,0,Services,Not for profit,External,1,0,Research Contract0012e000002Zmo0AAC,Research ContractNot for profit
0,Research Contract,RIC RE&D and BD&I,589,12,5,2017,2016,0,0,0012e000002ZmOZAA0,0,0,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,28,4,3,2018,2018,0,0,0012e000002ZmOZAA0,0,0,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractGovernment: Australia: Local & State
0,Consultancy (Non-research),RIC-BD&I,0,3,3,2019,2019,0,0,0012e000002ZmOZAA0,0,1,0,Agriculture & Horticulture,Large Australian Corporate,External,1,0,Consultancy (Non-research)0012e000002ZmOZAA0,Consultancy (Non-research)Large Australian Corporate
0,Research Contract,RIC-BD&I,128,7,2,2019,2019,5000,5000,0012e000002ZmOZAA0,0,0,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC-BD&I,71,5,2,2019,2019,20000,20000,0012e000002ZmOZAA0,0,0,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,29,4,3,2018,2018,0,0,0012e000002ZmOZAA0,0,1,0,Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractSME (small to medium enterprise)
0,Custom Education (MSPACE Included),RIC-BD&I,1085,9,9,2019,2016,4600,4600,0012e000002ZmOZAA0,0,92,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,188,1,7,2020,2019,250000,250000,0012e000002ZmOZAA0,0,262,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,1050,9,10,2019,2016,0,0,0012e000002ZmOZAA0,0,158,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,1085,9,9,2019,2016,6000,6000,0012e000002ZmOZAA0,0,93,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,1085,9,9,2019,2016,7500,7500,0012e000002ZmOZAA0,0,94,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,128,7,2,2019,2019,8000,8000,0012e000002ZmOZAA0,0,230,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,128,7,2,2019,2019,10000,10000,0012e000002ZmOZAA0,0,231,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,1085,9,9,2019,2016,8600,8600,0012e000002ZmOZAA0,0,95,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Research Contract,Not supported,31,5,4,2018,2018,0,0,0012e000002ZmOZAA0,0,2,1,Services,University,External,0,0,Research Contract0012e000002ZmOZAA0,Research ContractUniversity
0,Research Contract,RIC-BD&I,1253,9,4,2019,2016,0,0,0012e000002ZmOZAA0,0,1,0,Education,University,Internal,1,1,Research Contract0012e000002ZmOZAA0,Research ContractUniversity
0,Research Contract,RIC-BD&I,1253,9,4,2019,2016,0,0,0012e000002ZmOZAA0,0,1,0,Education,University,Internal,1,1,Research Contract0012e000002ZmOZAA0,Research ContractUniversity
0,Research Contract,RIC-BD&I,1128,9,8,2019,2016,0,0,0012e000002ZmOZAA0,0,1,0,Education,University,Internal,1,1,Research Contract0012e000002ZmOZAA0,Research ContractUniversity
0,Research Contract,RIC-BD&I,1128,9,8,2019,2016,0,0,0012e000002ZmOZAA0,0,1,0,Education,University,Internal,1,1,Research Contract0012e000002ZmOZAA0,Research ContractUniversity
0,Custom Education (MSPACE Included),RIC-BD&I,175,2,9,2020,2019,20000,20000,0012e000002ZmOZAA0,0,2,0,Services,Not for profit,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)Not for profit
0,Research Contract,RIC-BD&I,1161,9,7,2019,2016,0,0,0012e000002ZmOZAA0,0,1,0,Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC-BD&I,106,6,2,2019,2019,10000,10000,0012e000002ZmOZAA0,0,5,1,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZmOZAA0,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC-BD&I,915,11,4,2019,2017,100000,100000,0012e000002ZLg7AAG,1,76,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,32,8,7,2016,2016,450000,450000,0012e000002ZGfbAAG,1,25,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,57,6,4,2018,2018,0,0,0012e000002ZLg7AAG,0,128,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,35,10,9,2016,2016,100000,100000,0012e000002ZLg7AAG,0,42,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,32,8,7,2016,2016,450000,450000,0012e000002ZLg7AAG,1,26,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,119,1,9,2018,2017,3021632,3021632,0012e000002ZLg7AAG,0,90,1,Defence,Government: Australia: Federal,External,1,0,Custom Education (MSPACE Included)0012e000002ZLg7AAG,Custom Education (MSPACE Included)Government: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,71,1,11,2016,2015,10000,10000,0012e000002ZLg7AAG,0,2,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC RE&D and BD&I,117,11,7,2016,2016,150000,150000,0012e000002ZLg7AAG,0,23,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Internship,RIC-BD&I,536,10,4,2019,2018,0,0,0012e000002ZLg7AAG,0,131,1,Defence,Government: Australia: Federal,External,1,0,Internship0012e000002ZLg7AAG,InternshipGovernment: Australia: Federal
1,Research Contract,RIC-BD&I,199,1,7,2020,2019,109199,110000,0012e000002ZLg7AAG,0,199,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC-BD&I,260,4,8,2019,2018,130000,130000,0012e000002ZLg7AAG,0,1,0,Transportation & Logistics,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
0,Research Contract,Not supported,215,12,5,2018,2018,0,0,0012e000002ZLg7AAG,0,1,0,Construction & Construction Materials,Multinational / Other Large Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Technology Transfer,RIC RE&D and BD&I,262,4,7,2017,2016,10000,10000,0012e000002ZLg7AAG,0,1,0,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,0,0,Technology Transfer0012e000002ZLg7AAG,Technology TransferMultinational / Other Large Corporate
0,Grants,RIC RE&D and BD&I,181,3,9,2017,2016,0,0,0012e000002ZGfbAAG,0,12,1,Health,Large Australian Corporate,External,1,0,Grants0012e000002ZGfbAAG,GrantsLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,295,7,9,2018,2017,0,0,0012e000002ZGfbAAG,0,16,1,Health,Large Australian Corporate,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractLarge Australian Corporate
0,Research Contract,RIC-BD&I,168,2,8,2020,2019,0,0,0012e000002ZmnxAAC,0,27,1,Health,Large Australian Corporate,External,1,0,Research Contract0012e000002ZmnxAAC,Research ContractLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,168,1,8,2018,2017,0,0,0012e000002ZLg7AAG,0,1,0,Defence,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Consultancy (Non-research),RIC RE&D and BD&I,75,8,6,2016,2016,0,0,0012e000002ZLg7AAG,0,1,0,Mining & Refining,SME (small to medium enterprise),External,1,0,Consultancy (Non-research)0012e000002ZLg7AAG,Consultancy (Non-research)SME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,402,6,5,2017,2016,0,0,0012e000002ZmOUAA0,0,1,0,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZmOUAA0,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,131,10,6,2018,2018,5000000,5.00E+07,0012e000002ZLg7AAG,0,19,1,Health,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,135,6,2,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Technology: IT & Telephone Services,SME (small to medium enterprise),External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Research Contract,RIC RE&D and BD&I,72,5,3,2016,2016,0,0,0012e000002ZLg7AAG,0,1,0,Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,154,8,3,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,113,5,2,2016,2016,650000,650000,0012e000002ZLg7AAG,0,0,0,Public Administration,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,9,2,1,2016,2016,50000,50000,0012e000002ZLg7AAG,0,0,0,Public Administration,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Local & State
0,Research Contract,RIC RE&D and BD&I,933,12,5,2018,2016,0,0,0012e000002ZLg7AAG,0,2,1,Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,133,4,11,2017,2016,0,0,0012e000002ZLg7AAG,0,1,0,Transportation & Logistics,Government: International,External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: International
0,Research Contract,RIC RE&D and BD&I,270,4,7,2018,2017,0,0,0012e000002ZLg7AAG,0,5,1,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,Not supported,91,4,1,2018,2018,0,0,0012e000002ZLg7AAG,0,7,1,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,239,4,8,2018,2017,0,0,0012e000002ZLg7AAG,0,1,0,Manufacturing & R&D,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,275,6,9,2017,2016,0,0,0012e000002ZLg7AAG,0,1,0,Defence,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Grants,RIC RE&D and BD&I,46,8,7,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Services,Multinational / Other Large Corporate,External,0,0,Grants0012e000002ZLg7AAG,GrantsMultinational / Other Large Corporate
0,Research Contract,RIC-BD&I,314,10,11,2019,2018,0,0,0012e000002ZLg7AAG,0,1,0,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Grants,RIC-BD&I,172,2,8,2019,2018,0,0,0012e000002ZLg7AAG,0,1,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Grants0012e000002ZLg7AAG,GrantsSME (small to medium enterprise)
0,Research Contract,RIC-BD&I,655,2,5,2020,2018,0,0,0012e000002ZLg7AAG,0,2,0,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,0,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
1,Research Contract,RIC-BD&I,784,6,4,2020,2018,0.01,0.01,0012e000002ZLg7AAG,0,6,1,Defence,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC-BD&I,317,12,2,2019,2019,0,0,0012e000002ZLg7AAG,0,13,1,Defence,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC-BD&I,629,6,10,2020,2018,0,0,0012e000002ZLg7AAG,0,9,1,Defence,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,133,10,5,2018,2018,0,0,0012e000002ZLg7AAG,0,1,0,Construction & Construction Materials,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,119,9,5,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,46,8,7,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Mining & Refining,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,51,4,2,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Manufacturing & R&D,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,390,6,6,2017,2016,0,0,0012e000002ZLg7AAG,0,1,0,Energy & Utilities,Not for profit,External,0,1,Research Contract0012e000002ZLg7AAG,Research ContractNot for profit
0,Research Contract,RIC-BD&I,451,10,7,2019,2018,0,0,0012e000002ZLg7AAG,0,1,0,Manufacturing & R&D,Multinational / Other Large Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,241,12,4,2018,2018,0,0,0012e000002ZLg7AAG,0,1,0,Mining & Refining,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Research Contract,RIC-BD&I,297,3,5,2020,2019,0.01,0.01,0012e000002ZLg7AAG,0,3,1,Transportation & Logistics,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,85,4,1,2018,2018,0,0,0012e000002ZLg7AAG,0,3,1,Services,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
0,Grants,RIC RE&D and BD&I,251,1,5,2018,2017,200000,200000,0012e000002ZLg7AAG,1,2,1,Construction & Construction Materials,Large Australian Corporate,External,1,0,Grants0012e000002ZLg7AAG,GrantsLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,130,6,2,2017,2017,0,0,0012e000002ZLg7AAG,0,1,0,Mining Equipment and Technology Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC-BD&I,103,2,11,2019,2018,0,0,0012e000002ZLg7AAG,0,1,0,Transportation & Logistics,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Grants,RIC-BD&I,172,2,8,2019,2018,0,0,0012e000002ZLg7AAG,0,3,1,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,1,1,Grants0012e000002ZLg7AAG,GrantsMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,434,4,2,2018,2017,0,0,0012e000002ZLg7AAG,0,1,0,Defence,SME (small to medium enterprise),External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,118,8,4,2017,2017,0,0,0012e000002ZLg7AAG,0,2,0,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
