StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,oppo_busi,fac_oppo,oppo_Industry,RN,f_won_before
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2016,8,308,Consultancy (Non-research)Multinational / Other Large Corporate,0012e000002ZmnxAACConsultancy (Non-research),Consultancy (Non-research)Manufacturing & R&D,1,0
0,Research Contract,Not supported,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Community,Not for profit,1,0,0,2019,3,303,Research ContractNot for profit,0012e000002ZmnxAACResearch Contract,Research ContractServices,1,0
0,Research Contract,Not supported,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Not for profit,1,0,0,2019,3,157,Research ContractNot for profit,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Entertainment & Creative Industries,SME (small to medium enterprise),1,0,0,2019,1,124,Research ContractSME (small to medium enterprise),0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2017,11,827,Custom Education (MSPACE Included)SME (small to medium enterprise),0012e000002ZmnzAACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Health,2,1
0,Custom Education (MSPACE Included),Not supported,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Services,Entertainment & Creative Industries,Government: International,1,0,0,2018,11,172,Custom Education (MSPACE Included)Government: International,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Custom Education (MSPACE Included),Not supported,NotGiven,NotGiven,0,Services,Education,Not for profit,1,0,0,2018,6,601,Custom Education (MSPACE Included)Not for profit,NotGivenCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z4oNAAS,0,Services,Community,Government: Australia: Local & State,1,0,0,2016,2,1027,Consultancy (Non-research)Government: Australia: Local & State,0012e000002ZNYOAA4Consultancy (Non-research),Consultancy (Non-research)Services,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Engineering and Scientific,Not for profit,1,0,0,2017,9,878,Custom Education (MSPACE Included)Not for profit,0012e000002ZGfbAAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,2,0
0,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Engineering and Scientific,Government: Australia: Federal,1,0,0,2017,6,687,Research ContractGovernment: Australia: Federal,0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,University,1,0,0,2018,6,182,Custom Education (MSPACE Included)University,NotGivenCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZNYOAA4,NotGiven,0,Services,Education,University,1,0,0,2017,8,914,Custom Education (MSPACE Included)University,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),1,0,0,2017,8,475,Research ContractSME (small to medium enterprise),0012e000002ZNYOAA4Research Contract,Research ContractManufacturing & R&D,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,NotGiven,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,0,2017,9,871,Custom Education (MSPACE Included)Multinational / Other Large Corporate,0012e000002ZLgJAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Education,Education,Not for profit,0,1,0,2016,6,923,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZNYOAA4,NotGiven,0,Services,Education,PFRO (Publicly-Funded Research Organisation),1,0,0,2017,6,932,Custom Education (MSPACE Included)PFRO (Publicly-Funded Research Organisation),0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Education,Education,Not for profit,0,1,0,2017,5,581,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,2,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2016,9,1085,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,92,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z4IxAAK,0,Education,Education,Not for profit,0,1,0,2016,6,923,Research ContractNot for profit,0012e000002ZNYOAA4Research Contract,Research ContractEducation,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Education,University,1,0,0,2016,7,1288,Custom Education (MSPACE Included)University,0012e000002ZGfbAAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,56,1
0,Custom Education (MSPACE Included),Not supported,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Education,Education,Not for profit,0,1,0,2018,1,323,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,3,0
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Services,Business & Professional,SME (small to medium enterprise),1,0,0,2018,6,232,Research ContractSME (small to medium enterprise),NotGivenResearch Contract,Research ContractServices,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Education,Education,Not for profit,0,1,0,2017,4,578,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,5,0
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,0,2018,7,193,Research ContractLarge Australian Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Custom Education (MSPACE Included),Not supported,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Education,Education,Not for profit,0,1,0,2018,1,323,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,6,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2015,12,643,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z4IxAAK,0,Education,Education,Not for profit,0,1,0,2017,8,457,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,2,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Education,Education,Not for profit,0,1,0,2016,2,1042,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,2,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Education,Education,Not for profit,0,1,0,2017,10,400,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,1,0
0,Internship,RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Education,Education,Not for profit,0,1,0,2016,6,923,InternshipNot for profit,0012e000002ZNYOAA4Internship,InternshipEducation,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Education,Education,Not for profit,0,1,0,2017,9,441,Consultancy (Non-research)Not for profit,0012e000002ZNYOAA4Consultancy (Non-research),Consultancy (Non-research)Education,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Education,Education,Not for profit,0,1,0,2016,6,923,Research ContractNot for profit,0012e000002ZNYOAA4Research Contract,Research ContractEducation,2,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Education,Education,Not for profit,0,1,0,2016,6,923,Consultancy (Non-research)Not for profit,0012e000002ZNYOAA4Consultancy (Non-research),Consultancy (Non-research)Education,3,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Education,Education,Not for profit,0,1,0,2016,6,923,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Education,4,0
0,Sponsorship,Not supported,NotGiven,NotGiven,0,Services,Education,University,1,0,0,2018,8,47,SponsorshipUniversity,NotGivenSponsorship,SponsorshipServices,1,0
0,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,SME (small to medium enterprise),1,0,0,2017,4,726,Research ContractSME (small to medium enterprise),0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Research Contract,Not supported,0012e000002ZNYOAA4,0012e000002Z4IxAAK,0,Services,Education,University,1,0,0,2018,7,90,Research ContractUniversity,0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Research Contract,Not supported,NotGiven,NotGiven,0,Services,Education,University,1,0,0,2018,7,90,Research ContractUniversity,NotGivenResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Not for profit,1,0,0,2017,7,384,Research ContractNot for profit,NotGivenResearch Contract,Research ContractServices,1,0
0,Grants,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Services,Education,Not for profit,1,0,0,2018,8,106,GrantsNot for profit,0012e000002ZNYOAA4Grants,GrantsServices,1,0
0,Research Contract,Not supported,NotGiven,NotGiven,0,Energy & Utilities,Energy & Utilities,Not for profit,1,0,0,2018,3,163,Research ContractNot for profit,NotGivenResearch Contract,Research ContractEnergy & Utilities,1,0
0,Research Contract,Not supported,NotGiven,NotGiven,0,Services,Education,University,1,0,0,2018,7,90,Research ContractUniversity,NotGivenResearch Contract,Research ContractServices,1,0
0,Research Contract,Not supported,NotGiven,NotGiven,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2018,3,164,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2019,6,160,Research ContractMultinational / Other Large Corporate,0012e000002ZNYOAA4Research Contract,Research ContractTechnology: IT & Telephone Services,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Services,Entertainment & Creative Industries,Government: Australia: Local & State,1,0,0,2017,12,365,Research ContractGovernment: Australia: Local & State,0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Research Contract,Not supported,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Services,Education,Not for profit,1,0,0,2018,3,448,Research ContractNot for profit,0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Internship,RIC-RE&D,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2019,6,139,InternshipLarge Australian Corporate,0012e000002ZmnxAACInternship,InternshipHealth,24,1
0,Internship,RIC-RE&D,0012e000002ZLg7AAG,NotGiven,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2019,1,74,InternshipLarge Australian Corporate,0012e000002ZLg7AAGInternship,InternshipHealth,23,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,11,0,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,49,1
0,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2018,8,239,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractPublic Administration,29,1
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,NotGiven,0,Transportation & Logistics,Transportation & Logistics,Government: Australia: Local & State,1,0,0,2019,4,0,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002ZLgJAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Transportation & Logistics,12,1
0,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,7,353,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractServices,4,0
0,Custom Education (MSPACE Included),Not supported,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2018,11,220,Custom Education (MSPACE Included)Government: International,NotGivenCustom Education (MSPACE Included),Custom Education (MSPACE Included)Public Administration,3,0
0,Custom Education (MSPACE Included),Not supported,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,1,388,Custom Education (MSPACE Included)Government: Australia: Local & State,NotGivenCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,2,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,10,204,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,207,1
0,Custom Education (MSPACE Included),Not supported,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Services,Entertainment & Creative Industries,SME (small to medium enterprise),1,0,0,2018,7,60,Custom Education (MSPACE Included)SME (small to medium enterprise),0012e000002Zt1RAASCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Grants,RIC-RE&D,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Defence,Defence,Government: International,1,1,0,2019,6,59,GrantsGovernment: International,0012e000002ZNYOAA4Grants,GrantsDefence,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,1,2019,9,120,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002Zt1RAASCustom Education (MSPACE Included),Custom Education (MSPACE Included)Public Administration,34,1
1,Consultancy (Non-research),RIC-RE&D,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,11,494,Consultancy (Non-research)Government: Australia: Federal,0012e000002ZLg7AAGConsultancy (Non-research),Consultancy (Non-research)Defence,4,1
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2016,9,870,Research ContractSME (small to medium enterprise),NotGivenResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,5,445,Research ContractMultinational / Other Large Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,43,1
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Services,Financial & Insurance,Government: Australia: Federal,1,0,0,2019,3,0,Custom Education (MSPACE Included)Government: Australia: Federal,0012e000002Zt1RAASCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,3,0
0,Research Contract,RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Services,Financial & Insurance,Government: Australia: Federal,1,0,0,2019,4,0,Research ContractGovernment: Australia: Federal,0012e000002Zt1RAASResearch Contract,Research ContractServices,4,0
0,Research Contract,Not supported,0012e000002Zt1RAAS,NotGiven,0,Services,Education,University,1,0,0,2018,7,213,Research ContractUniversity,0012e000002Zt1RAASResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2017,7,434,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractManufacturing & R&D,1,0
0,Consultancy (Non-research),Not supported,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2018,7,40,Consultancy (Non-research)Government: Australia: Federal,0012e000002Zt1RAASConsultancy (Non-research),Consultancy (Non-research)Public Administration,2,1
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: International,1,1,0,2017,7,440,Research ContractGovernment: International,NotGivenResearch Contract,Research ContractPublic Administration,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Mining Equipment and Technology Services,Mining Equipment and Technology Services,Not for profit,1,0,0,2017,7,435,Research ContractNot for profit,0012e000002ZLg7AAGResearch Contract,Research ContractMining Equipment and Technology Services,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,10,210,Custom Education (MSPACE Included)Government: Australia: Federal,0012e000002Zt1RAASCustom Education (MSPACE Included),Custom Education (MSPACE Included)Public Administration,1,0
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,0,2017,7,384,Research ContractLarge Australian Corporate,NotGivenResearch Contract,Research ContractTechnology: IT & Telephone Services,4,0
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,4,1,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractPublic Administration,2,0
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,0,2017,7,428,Research ContractLarge Australian Corporate,NotGivenResearch Contract,Research ContractTechnology: IT & Telephone Services,2,0
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2018,7,212,Research ContractNot for profit,NotGivenResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLgJAAW,NotGiven,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,0,2017,7,425,Research ContractLarge Australian Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractTechnology: IT & Telephone Services,5,0
0,Research Contract,RIC-BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,10,15,Research ContractGovernment: Australia: Federal,0012e000002Zt1RAASResearch Contract,Research ContractPublic Administration,51,1
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,0,2017,7,428,Research ContractLarge Australian Corporate,NotGivenResearch Contract,Research ContractTechnology: IT & Telephone Services,3,0
0,Research Contract,RIC-BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,4,83,Research ContractGovernment: Australia: Federal,0012e000002Zt1RAASResearch Contract,Research ContractPublic Administration,41,1
0,Grants,RIC-BD&I,NotGiven,NotGiven,0,Services,Community,Not for profit,1,0,0,2019,8,17,GrantsNot for profit,NotGivenGrants,GrantsServices,1,0
0,Grants,Not supported,0012e000002Zt1RAAS,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,6,28,GrantsGovernment: Australia: Local & State,0012e000002Zt1RAASGrants,GrantsServices,1,0
