Id,StageName,RecordType.Name,RICE_Supported__c,Created_year,Crated_month,Close_year,Close_month,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId
0062e000002HFajAAG,Closed,Parent Grant,,2017,12,1931,12,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFakAAG,Closed,Parent Grant,,2017,02,1931,12,0012e000003A6osAAC,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFalAAG,Post Award,Parent Grant,RIC-RE&D,2017,04,2022,6,0012e000003A6osAAC,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFamAAG,Closed,Parent Grant,,2017,04,1931,12,0012e000003A6osAAC,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFanAAG,Closed,Parent Grant,,2016,09,1931,12,0012e000003A6osAAC,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFaoAAG,Closed,Parent Grant,,2016,11,1931,12,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFapAAG,Closed,Parent Grant,,2017,03,1931,12,0012e000003A6rKAAS,,,Business Organization,Health,SME (small to medium enterprise),External,
0062e000002HFaqAAG,Closed,Parent Grant,,2017,03,1931,12,0012e000003A6k7AAC,,,Business Organization,Health,Large Australian Corporate,External,
0062e000002HFarAAG,Closed,Parent Grant,,2017,03,1931,12,0012e000003A6cOAAS,,,Business Organization,Health,Multinational / Other Large Corporate,External,
0062e000002HFasAAG,Closed,Parent Grant,,2016,10,1931,12,0012e000003A6cOAAS,,,Business Organization,Health,Multinational / Other Large Corporate,External,
0062e000002HFatAAG,Closed,Parent Grant,,2016,07,1931,12,0012e000003A6osAAC,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFauAAG,Submitting,Parent Grant,,2019,06,1931,12,0012e000003A6W0AAK,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFavAAG,Post Award,Parent Grant,RIC-RE&D,2019,03,1931,12,0012e000003A6VZAA0,,0062e000002P3BgAAK,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),External,
0062e000002HFawAAG,Post Award,Parent Grant,RIC-RE&D,2019,08,2001,7,0012e000003A6VZAA0,,0062e000002NTEqAAO,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),External,
0062e000002HFaxAAG,Post Award,Parent Grant,RIC-RE&D,2019,03,2012,4,0012e000003A6ElAAK,,0062e000002KPR3AAO,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFayAAG,Awaiting Results,Parent Grant,,2019,06,1931,12,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFazAAG,Closed,Parent Grant,,2019,03,2001,6,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFaZAAW,Post Award,Parent Grant,RIC-RE&D,2019,02,2022,6,0012e000003A6osAAC,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFb0AAG,Post Award,Parent Grant,RIC-RE&D,2019,03,2018,2,0012e000003A6bnAAC,,0062e000002KPQFAA4,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFb1AAG,Closed,Parent Grant,,2017,10,2015,2,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFb2AAG,Closed,Parent Grant,,2017,10,2018,1,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFb3AAG,Post Award,Parent Grant,RIC-RE&D,2019,03,2002,3,0012e000003A6bnAAC,,0062e000002KPOJAA4,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFb4AAG,Post Award,Parent Grant,RIC-RE&D,2019,03,2016,6,0012e000003A6bnAAC,,0062e000002KPOJAA4,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFb5AAG,Closed,Parent Grant,,2019,03,2010,9,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFb6AAG,Post Award,Parent Grant,RIC-RE&D,2019,06,2022,7,0012e000003A6VZAA0,,0062e000002P3BgAAK,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),External,
0062e000002HFb7AAG,Closed,Parent Grant,,2019,04,2003,4,0012e000003A6oWAAS,,,Business Organization,Health,Not for profit,External,
0062e000002HFb8AAG,Closed,Parent Grant,,2019,04,2003,4,0012e000003A6oWAAS,,,Business Organization,Health,Not for profit,External,
0062e000002HFb9AAG,Post Award,Parent Grant,RIC-RE&D,2019,03,2029,3,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbAAAW,Submitting,Parent Grant,RIC-RE&D,2019,06,1931,12,0012e000003A6ElAAK,,0062e000002KPR3AAO,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbBAAW,Awaiting Results,Parent Grant,RIC-RE&D,2019,06,1931,12,0012e000003A6ElAAK,,0062e000002KPR3AAO,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbCAAW,Awaiting Results,Parent Grant,RIC-RE&D,2019,08,2012,6,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbDAAW,Post Award,Parent Grant,RIC-RE&D,2019,04,2001,7,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbEAAW,Awaiting Results,Parent Grant,,2019,07,1931,12,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbFAAW,Submitting,Parent Grant,,2019,05,1931,12,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbGAAW,Submitting,Parent Grant,,2019,05,1931,12,0012e000003A6ElAAK,,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6osAAC
0062e000002HFbHAAW,Post Award,Parent Grant,RIC-RE&D,2019,08,2001,7,0012e000003A6bnAAC,,0062e000002KPOJAA4,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFbIAAW,Post Award,Parent Grant,RIC-RE&D,2019,04,2016,6,0012e000003A6bnAAC,,0062e000002KPOJAA4,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFbJAAW,Post Award,Parent Grant,RIC-RE&D,2019,02,2004,3,0012e000003A6bnAAC,,0062e000002KKi6AAG,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFbKAAW,Submitting,Parent Grant,,2019,04,1931,12,0012e000003A6bnAAC,,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HFtaAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,11,2001,11,,,,,,,,
0062e000002HFtAAAW,Closed Lost,Research Contract,Not supported,2016,05,2001,11,0012e000003A6FtAAK,0012e000002ZmnzAAC,,Business Organization,Energy & Utilities,SME (small to medium enterprise),External,
0062e000002HFtbAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,10,2001,11,,,,,,,,
0062e000002HFtBAAW,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,05,2001,11,0012e000003A6vbAAC,,,Business Organization,Agriculture & Horticulture,Not for profit,External,
0062e000002HFtcAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,11,2001,11,,,,,,,,
0062e000002HFtCAAW,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,05,2001,11,0012e000003A6vbAAC,,,Business Organization,Agriculture & Horticulture,Not for profit,External,
0062e000002HFtdAAG,Closed Lost,Research Contract,RIC-BD&I,2018,07,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HFtDAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,12,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HFteAAG,Closed Lost,Technology Transfer,RIC RE&D and BD&I,2018,06,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HFtEAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2015,12,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HFtfAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,05,2001,11,,0012e000002Zmo0AAC,,,,,,
0062e000002HFtFAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,05,2001,11,0012e000003A6vTAAS,,,Business Organization,Agriculture & Horticulture,Not for profit,External,
0062e000002HFtgAAG,Closed Lost,Technology Transfer,RIC RE&D and BD&I,2016,04,2001,11,0012e000003A6FNAA0,,,Business Organization,Mining & Refining,SME (small to medium enterprise),External,
0062e000002HFtGAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,05,2001,11,0012e000003A6voAAC,,,Business Organization,Agriculture & Horticulture,PFRO (Publicly-Funded Research Organisation),External,
0062e000002HFthAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,11,2001,11,0012e000003A6GTAA0,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,0012e000003A6FTAA0
0062e000002HFtHAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,05,2001,11,0012e000003A6jpAAC,,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HFtiAAG,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,08,2001,11,0012e000003A6GlAAK,0012e000002ZmnxAAC,,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,
0062e000002HFtIAAW,Closed Lost,Research Contract,Not supported,2019,03,2001,11,0012e000003A6DsAAK,0012e000002ZmnxAAC,,Business Organization,Services,Not for profit,External,
0062e000002HFtjAAG,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,05,2001,11,,0012e000002ZNYOAA4,,,,,,
0062e000002HFtJAAW,Closed Lost,Research Contract,Not supported,2019,03,2001,11,0012e000003A6EBAA0,0012e000002ZLgIAAW,,Business Organization,Services,Not for profit,External,
0062e000002HFtkAAG,Closed Lost,Research Contract,RIC-BD&I,2019,01,2028,2,0012e000003A6GyAAK,0012e000002ZNYOAA4,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HFtlAAG,Proposing,Custom Education (MSPACE Included),RIC-BD&I,2019,04,1930,10,0012e000003A6g7AAC,0012e000002ZNYOAA4,,Business Organization,Services,University,External,
0062e000002HFtLAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2017,11,2028,2,0012e000003A6vSAAS,0012e000002ZmnzAAC,,Business Organization,Health,SME (small to medium enterprise),External,
0062e000002HFtmAAG,Closed Lost,Custom Education (MSPACE Included),Not supported,2018,11,2001,11,0012e000003A6dqAAC,0012e000002ZNYOAA4,,Business Organization,Services,Government: International,External,
0062e000002HFtMAAW,Closed Lost,Custom Education (MSPACE Included),Not supported,2018,06,2028,2,0012e000003A6Q7AAK,,,Business Organization,Services,Not for profit,External,
0062e000002HFtnAAG,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,02,2001,11,0012e000003A6qdAAC,0012e000002ZNYOAA4,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HFtNAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2017,09,1931,1,0012e000003A6VzAAK,0012e000002ZGfbAAG,,Business Organization,Services,Not for profit,External,
0062e000002HFtoAAG,Closed Lost,Research Contract,RIC-BD&I,2017,06,2025,7,0012e000003A6NiAAK,0012e000002ZNYOAA4,,Business Organization,Services,Government: Australia: Federal,External,
0062e000002HFtOAAW,Closed Lost,Research Contract,RIC-BD&I,2017,09,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HFtpAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,06,1931,12,0012e000003A6QlAAK,,,Business Organization,Services,University,External,
0062e000002HFtPAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2017,08,2028,2,0012e000003A6QUAA0,0012e000002ZNYOAA4,,Business Organization,Services,University,External,
0062e000002HFtqAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,08,2001,11,0012e000003A6R7AAK,0012e000002ZNYOAA4,,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,
0062e000002HFtQAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2017,09,1931,1,0012e000003A6QMAA0,0012e000002ZLgJAAW,,Business Organization,Services,Multinational / Other Large Corporate,External,
0062e000002HFtrAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,06,2001,11,0012e000002YmNRAA0,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtRAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2017,06,1931,1,0012e000003A6WVAA0,0012e000002ZNYOAA4,,Business Organization,Services,PFRO (Publicly-Funded Research Organisation),External,
0062e000002HFtsAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,05,2001,11,0012e000002YmNRAA0,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtSAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2016,09,2001,11,0012e000003A6qHAAS,0012e000002ZmOZAA0,,Business Organization,Services,University,External,
0062e000002HFttAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,06,2001,11,0012e000002Z4IxAAK,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtTAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2016,07,1931,1,0012e000003A6qHAAS,0012e000002ZGfbAAG,,Business Organization,Services,University,External,
0062e000002HFtuAAG,Closed Lost,Custom Education (MSPACE Included),Not supported,2018,01,2001,11,0012e000002Z3OuAAK,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtUAAW,Closed Lost,Research Contract,RIC-BD&I,2018,06,2001,11,0012e000003A6FvAAK,,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HFtvAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,04,2001,11,0012e000002YlvyAAC,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtVAAW,Closed Lost,Research Contract,RIC-BD&I,2018,07,2001,11,0012e000003A6G0AAK,0012e000002ZLgIAAW,,Business Organization,Construction & Construction Materials,Large Australian Corporate,External,
0062e000002HFtwAAG,Closed Lost,Custom Education (MSPACE Included),Not supported,2018,01,2001,11,0012e000002YlvyAAC,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtWAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,12,2001,11,0012e000003A6FbAAK,0012e000002ZmnxAAC,,Business Organization,Energy & Utilities,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HFtxAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,08,2001,11,0012e000002Z4IxAAK,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtXAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,11,2001,11,,,,,,,,
0062e000002HFtyAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,02,2001,11,0012e000002Z3OuAAK,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFtYAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,04,2001,11,,,,,,,,
0062e000002HFtzAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,10,2001,11,0012e000002ZNYOAA4,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e0000036xQXAAY
0062e000002HFtZAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,11,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HFu0AAG,Closed Lost,Internship,RIC RE&D and BD&I,2016,06,2001,11,0012e000002YlvyAAC,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFu1AAG,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2017,09,2001,11,0012e000002Z4oNAAS,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFu2AAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,06,2001,11,0012e000002YlvyAAC,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFu3AAG,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,06,2001,11,0012e000002YlvyAAC,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFu4AAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,06,2001,11,0012e000002YlvyAAC,0012e000002ZNYOAA4,,University Department,Education,,Internal,0012e000002ZNYOAA4
0062e000002HFu5AAG,Closed Lost,Sponsorship,Not supported,2018,08,2028,2,0012e000003A6qjAAC,,,Business Organization,Services,University,External,
0062e000002HFu6AAG,Closed Lost,Research Contract,RIC-BD&I,2017,04,1930,3,0012e000003A6RZAA0,0012e000002ZNYOAA4,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HFu7AAG,Closed Lost,Research Contract,RIC-BD&I,2018,12,1930,3,,0012e000002ZNYOAA4,,,,,,
0062e000002HFu8AAG,Closed Lost,Research Contract,Not supported,2018,07,2028,2,0012e000003A6GwAAK,0012e000002ZNYOAA4,,Business Organization,Services,University,External,
0062e000002HFu9AAG,Closed Lost,Research Contract,Not supported,2018,07,2028,2,0012e000003A6QwAAK,,,Business Organization,Services,University,External,
0062e000002HFuaAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,07,2001,11,0012e000003A6ZvAAK,,,Business Organization,Services,Not for profit,External,
0062e000002HFuAAAW,Closed Lost,Grants,RIC RE&D and BD&I,2018,08,1930,4,0012e000003A6R6AAK,0012e000002ZNYOAA4,,Business Organization,Services,Not for profit,External,
0062e000002HFubAAG,Closed Lost,Research Contract,Not supported,2018,03,2001,11,0012e000003A6a8AAC,,,Business Organization,Energy & Utilities,Not for profit,External,
0062e000002HFuBAAW,Closed Lost,Research Contract,Not supported,2018,07,2028,2,0012e000003A6QuAAK,,,Business Organization,Services,University,External,
0062e000002HFucAAG,Closed Lost,Research Contract,Not supported,2018,03,2001,11,0012e000003A6aCAAS,,,Business Organization,Services,Multinational / Other Large Corporate,External,
0062e000002HFuCAAW,Closed Lost,Research Contract,RIC-BD&I,2019,06,1931,12,0012e000003A6ROAA0,0012e000002ZNYOAA4,,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,
0062e000002HFudAAG,Identifying,Research Contract,Not supported,2017,12,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HFuDAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,12,2001,11,0012e000003A6dmAAC,0012e000002ZNYOAA4,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HFueAAG,Closed Lost,Research Contract,RIC-RE&D,2018,04,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HFuEAAW,Closed Lost,Research Contract,Not supported,2018,03,1931,10,0012e000003A6oHAAS,0012e000002ZNYOAA4,,Business Organization,Services,Not for profit,External,
0062e000002HFufAAG,Closed Lost,Internship,RIC-RE&D,2019,06,1931,10,0012e000003A70jAAC,0012e000002ZmnxAAC,,Business Organization,Health,Large Australian Corporate,External,
0062e000002HFuFAAW,Closed Lost,Research Contract,Not supported,2019,01,2001,11,,0012e000002ZNYOAA4,,,,,,
0062e000002HFugAAG,Closed Lost,Internship,RIC-RE&D,2019,01,1930,6,0012e000003A70jAAC,0012e000002ZLg7AAG,,Business Organization,Health,Large Australian Corporate,External,
0062e000002HFuGAAW,Closed Lost,Research Contract,Not supported,2019,01,2001,11,,0012e000002ZNYOAA4,,,,,,
0062e000002HFuhAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,11,2001,11,0012e000003A6cOAAS,0012e000002ZGfbAAG,,Business Organization,Health,Multinational / Other Large Corporate,External,
0062e000002HFuHAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,03,1930,8,,0012e000002ZNYOAA4,,,,,,
0062e000002HFuiAAG,Closed Lost,Research Contract,RIC-RE&D,2018,08,2024,12,0012e000003A6xNAAS,,,Business Organization,Public Administration,Government: Australia: Local & State,External,
0062e000002HFuIAAW,Closed Lost,Research Contract,RIC-BD&I,2018,10,2001,11,,0012e000002ZNYOAA4,,,,,,
0062e000002HFujAAG,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,04,1930,6,0012e000003A6dYAAS,0012e000002ZLgJAAW,,Business Organization,Transportation & Logistics,Government: Australia: Local & State,External,
0062e000002HFuJAAW,Closed Lost,Research Contract,RIC-RE&D,2019,07,2001,11,0012e000003A6dnAAC,,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HFukAAG,Closed Lost,Custom Education (MSPACE Included),Not supported,2018,11,1931,1,0012e000003A6qhAAC,,,Business Organization,Public Administration,Government: International,External,
0062e000002HFuKAAW,Identifying,Panel,Not supported,2019,07,2001,11,0012e000003A6dmAAC,0012e000002ZNYOAA4,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HFulAAG,Closed Lost,Custom Education (MSPACE Included),Not supported,2019,01,2028,2,0012e000003A6dnAAC,,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HFuLAAW,Closed Lost,Research Contract,RIC-BD&I,2019,10,1931,5,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HFumAAG,Closed Lost,Custom Education (MSPACE Included),Not supported,2018,07,2001,11,0012e000003A6gcAAC,0012e000002Zt1RAAS,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HFuMAAW,Closed Lost,Grants,RIC-RE&D,2019,06,2001,9,0012e000003A6e1AAC,0012e000002ZNYOAA4,,Business Organization,Defence,Government: International,External,0012e000003A6hdAAC
0062e000002HFunAAG,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,04,1931,5,,0012e000002Zt1RAAS,,,,,,
0062e000002HFuNAAW,Identifying,Grants,RIC-RE&D,2019,10,1931,12,0012e000003A6dyAAC,0012e000002ZLg7AAG,,Business Organization,Defence,Multinational / Other Large Corporate,External,
0062e000002HFuoAAG,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,09,1931,3,0012e000003A6FgAAK,0012e000002Zt1RAAS,,Business Organization,Public Administration,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HFuOAAW,Closed Won,Consultancy (Non-research),RIC-RE&D,2018,11,2009,3,0012e000003A6EiAAK,0012e000002ZLg7AAG,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HFupAAG,Awaiting Results,Grants,RIC-BD&I,2019,10,2010,1,0012e000003A6g7AAC,0012e000002Zt1RAAS,0062e000002KGRYAA4,Business Organization,Services,University,External,
0062e000002HFuPAAW,Closed Lost,Research Contract,RIC-BD&I,2019,06,2020,12,,0012e000002ZGfbAAG,,,,,,
0062e000002HFuqAAG,Closed Lost,Research Contract,RIC-BD&I,2016,09,2001,11,0012e000003A6qbAAC,,,Business Organization,Health,SME (small to medium enterprise),External,
0062e000002HFuQAAW,Closed Lost,Research Contract,RIC-BD&I,2018,05,1931,7,0012e000003A6cOAAS,0012e000002ZGfbAAG,,Business Organization,Health,Multinational / Other Large Corporate,External,
0062e000002HFurAAG,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,03,2001,11,0012e000003A6aNAAS,0012e000002Zt1RAAS,,Business Organization,Services,Government: Australia: Federal,External,
0062e000002HFuRAAW,Closed Lost,Technology Transfer,RIC-BD&I,2018,11,2020,12,,0012e000002ZGfbAAG,,,,,,
0062e000002HFusAAG,Closed Lost,Research Contract,RIC-BD&I,2019,04,2001,11,0012e000003A6aNAAS,0012e000002Zt1RAAS,,Business Organization,Services,Government: Australia: Federal,External,
0062e000002HFuSAAW,Closed Lost,Consultancy (Non-research),RIC-BD&I,2019,06,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HFutAAG,Closed Lost,Research Contract,Not supported,2018,07,2001,11,0012e000003A6g1AAC,0012e000002Zt1RAAS,,Business Organization,Services,University,External,
0062e000002HFuTAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,07,2001,11,0012e000003A6aEAAS,0012e000002ZmnzAAC,,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,
0062e000002HFuuAAG,Closed Lost,Consultancy (Non-research),Not supported,2018,07,2001,11,0012e000003A6xdAAC,0012e000002Zt1RAAS,,Business Organization,Public Administration,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HFuUAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,07,2001,11,0012e000003A6a3AAC,,,Business Organization,Public Administration,Government: International,External,0012e000003A6aDAAS
0062e000002HFuvAAG,Developing,Custom Education (MSPACE Included),RIC-BD&I,2019,10,1930,9,0012e000003A6r9AAC,0012e000002Zt1RAAS,,Business Organization,Public Administration,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HFuVAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,07,2001,11,0012e000003A6aHAAS,0012e000002ZLg7AAG,,Business Organization,Mining Equipment and Technology Services,Not for profit,External,
